,local_no,established_no,alcohol_no,bakery_no,dairy_no,flower_no,fuel_no,garden_no,grocery_no,meat_no,misc_no,natural_prod_no,packaged_no,pharmaceutical_no,prepared_no,restaurant_no,salad_no,seafood_no,skin_no,travel_no,vegetable_no,coupon_id
597,0,59,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,1065
598,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,909
599,0,56,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,273
600,0,57,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,272
601,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,679
602,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,678
603,0,23,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,454
604,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,249
605,0,29,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,248
606,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,588
607,0,18,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,773
608,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,775
609,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,699
610,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,774
611,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,979
612,0,17,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,422
613,0,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,421
614,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,281
615,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,951
616,0,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,472
617,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,644
618,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1100
619,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,751
620,0,49,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,685
621,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,683
622,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,686
623,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,253
624,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,252
625,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,293
626,0,69,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,960
627,0,34,0,0,0,0,0,0,33,0,0,0,1,0,0,0,0,0,0,0,0,610
628,59,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,136
629,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,172
630,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,57
631,0,16,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,817
632,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,763
633,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,515
634,0,114,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,998
635,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,160
636,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,159
637,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,358
638,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,118
639,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,653
640,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,820
641,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,115
642,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,339
643,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,69
644,0,63,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,859
645,0,31,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,911
646,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,158
647,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,94
648,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
649,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,120
650,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,114
651,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,365
652,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,225
653,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,156
654,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,72
655,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,155
656,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,341
657,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,110
658,16,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,357
659,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,359
660,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,185
661,0,16,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,147
662,0,16,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,148
663,0,35,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,794
664,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,196
665,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,940
666,0,25,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,945
667,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,145
668,87,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,144
669,87,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,349
670,87,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,91
671,87,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,220
672,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,135
673,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,85
674,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,134
675,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,90
676,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,132
677,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,127
678,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,126
679,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,342
680,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,93
681,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,171
682,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,201
683,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1108
684,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,516
685,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,420
686,43,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,125
687,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,363
688,23,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,170
689,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
690,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,154
691,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,153
692,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,81
693,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,233
694,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,168
695,60,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,124
696,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,179
697,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,152
698,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,86
699,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,151
700,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,100
701,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,231
702,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,167
703,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,166
704,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,82
705,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,327
706,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,142
707,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,311
708,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,141
709,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,356
710,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,150
711,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,149
712,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,146
713,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,163
714,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,367
715,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,133
716,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,131
717,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,130
718,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,375
719,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,240
720,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,129
721,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,162
722,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,61
723,59,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,161
724,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,140
725,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,337
726,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,336
727,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,70
728,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,139
729,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,128
730,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,235
731,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,121
732,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,117
733,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,116
734,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,138
735,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,137
736,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,119
737,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,98
738,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
739,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
740,76,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,56
741,0,44,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,465
742,0,31,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,449
743,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,469
744,0,24,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,532
745,0,19,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,964
746,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,883
747,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,880
748,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,65
749,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,190
750,0,28,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,747
751,0,40,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,581
752,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,509
753,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,45
754,31,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,62
755,0,29,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,922
756,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,75
757,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,328
758,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,325
759,0,21,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,682
760,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,772
761,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,776
762,0,33,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,1002
763,0,39,0,0,0,0,0,0,9,0,0,30,0,0,0,0,0,0,0,0,0,1
764,0,31,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,1003
765,0,31,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,1004
766,0,31,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,1001
767,0,24,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1005
768,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1000
769,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,544
770,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,615
771,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,616
772,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1015
773,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,414
774,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,614
775,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,798
776,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,857
777,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,661
778,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,247
779,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,288
780,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1058
781,0,27,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,1018
782,0,28,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,1019
783,0,32,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,983
784,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,490
785,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,101
786,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,298
787,0,22,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,558
788,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,257
789,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,256
790,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,433
791,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1006
792,37,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,97
793,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1049
794,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501
795,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,68
796,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,326
797,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,193
798,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,83
799,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,96
800,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,310
801,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,738
802,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,737
803,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,793
804,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,430
805,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,429
806,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,947
807,27,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,67
808,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,66
809,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,364
810,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,200
811,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99
812,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,739
813,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,645
814,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,879
815,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,707
816,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1073
817,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1074
818,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,296
819,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13
820,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
821,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,741
822,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,740
823,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,84
824,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,330
825,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,332
826,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,194
827,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,79
828,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,92
829,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,348
830,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,224
831,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,55
832,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,623
833,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,579
834,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,882
835,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,881
836,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80
837,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,78
838,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,338
839,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,360
840,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,199
841,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,589
842,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,271
843,0,17,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,439
844,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,446
845,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,214
846,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,350
847,16,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,343
848,7,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309
849,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227
850,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
851,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629
852,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,451
853,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,453
854,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,447
855,0,7,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1106
856,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,984
857,5,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,313
858,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,867
859,0,41,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,1009
860,97,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,317
861,97,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,318
862,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,368
863,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,206
864,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,188
865,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,344
866,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,345
867,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1053
868,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,340
869,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,71
870,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,361
871,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,362
872,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,306
873,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,379
874,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,654
875,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14
876,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,323
877,0,32,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,973
878,0,18,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,630
879,0,37,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,632
880,0,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1093
881,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695
882,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,792
883,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,377
884,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,376
885,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,875
886,0,90,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,877
887,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,435
888,0,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,937
889,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,991
890,0,28,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,569
891,0,28,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,570
892,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1013
893,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,564
894,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,475
895,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1057
896,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,931
897,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,930
