,cu_local_no,cu_established_no,cu_alcohol_no,cu_bakery_no,cu_dairy_no,cu_flower_no,cu_fuel_no,cu_garden_no,cu_grocery_no,cu_meat_no,cu_misc_no,cu_natural_prod_no,cu_packaged_no,cu_pharmaceutical_no,cu_prepared_no,cu_restaurant_no,cu_salad_no,cu_seafood_no,cu_skin_no,cu_travel_no,cu_vegetable_no,customer_id,no_of_tran,no_of_days,qty,max_sp,min_sp,avg_sp,max_od,min_od,avg_od,max_cd,min_cd,avg_cd
742,181,389,2,7,2,0,10,0,456,17,0,12,40,18,4,0,1,0,1,0,0,270,570,80,57129,783.28,8.9,97.06768421,0,-205.88,-13.66052632,0,-19.59,-0.13122807
743,202,422,0,16,17,0,6,0,397,23,0,57,15,65,22,0,0,3,3,0,0,579,624,53,75290,1304.76,10.33,106.1085417,0,-191.99,-11.01344551,0,-35.62,-0.114166667
744,65,354,3,2,4,0,0,0,291,12,0,51,8,47,1,0,0,0,0,0,0,574,419,61,483,896.2,13.89,139.025895,0,-156.02,-14.71047733,0,-35.62,-0.1275179
745,159,382,0,2,0,0,0,0,304,0,0,2,212,21,0,0,0,0,0,0,0,1331,541,74,714,427.08,12.11,98.21271719,0,-170.62,-17.22362292,0,-26.71,-0.049371534
746,266,466,0,40,6,1,15,1,497,10,0,59,31,56,14,0,0,1,0,1,0,310,732,62,207583,1615.72,12.11,117.1263525,0,-556.74,-21.89405738,0,-127.88,-0.561543716
747,229,530,1,3,83,0,31,0,366,10,3,20,109,125,2,0,0,5,1,0,0,564,759,138,242700,1781,7.12,164.3200395,0,-1424.8,-21.69967062,0,-49.87,-0.58428195
748,351,294,0,8,5,0,0,0,470,56,0,8,77,21,0,0,0,0,0,0,0,644,645,119,726,355.84,8.55,64.92060465,0,-148.89,-13.87317829,0,-17.81,-0.082837209
749,764,849,1,22,8,5,5,1,1189,36,9,63,83,150,25,0,1,9,6,0,0,68,1613,151,49836,1037.97,3.56,88.27060756,0,-498.32,-13.48576565,0,-89.05,-0.346695598
750,481,529,2,16,19,0,4,0,797,4,0,22,13,118,10,0,0,0,4,0,1,164,1010,158,37928,1061.48,1.42,60.44893069,0,-559.95,-13.69116832,0,-213.72,-1.861405941
751,368,1141,1,7,99,0,36,0,1055,11,0,114,52,122,7,0,0,5,0,0,0,1216,1509,103,480319,1473.96,12.11,141.4697946,0,-213.72,-15.55768721,0,-71.24,-0.737640822
752,369,1650,2,9,2,6,39,0,1536,31,0,79,17,264,17,0,0,1,16,0,0,1136,2019,160,534366,2012.53,3.56,114.7446954,0,-733.42,-17.01745914,0,-213.72,-2.260683507
753,301,571,0,5,0,0,4,0,705,22,1,16,52,65,0,0,0,1,1,0,0,110,872,115,100898,3063.32,14.25,109.5247133,0,-170.98,-19.02402523,0,-35.62,-0.040848624
754,284,566,0,24,3,1,29,0,562,5,1,30,31,149,8,0,0,1,6,0,0,660,850,119,365334,1774.59,11.75,144.4878941,0,-206.24,-9.885470588,0,0,0
755,237,329,0,2,1,0,1,0,408,40,1,24,59,17,5,0,1,7,0,0,0,91,566,75,11958,961.74,9.62,97.65978799,0,-173.83,-14.67257951,0,0,0
756,864,1189,0,26,88,0,68,0,1098,86,1,177,61,392,22,0,0,30,4,0,0,28,2053,217,794691,1916.36,8.9,132.5678909,0,-391.46,-10.91572333,0,-71.24,-0.112771554
757,307,827,0,5,0,0,0,0,851,19,0,19,8,231,1,0,0,0,0,0,0,422,1134,228,1432,1580.82,11.75,180.2124339,0,-356.2,-12.55276896,0,0,0
758,269,890,10,30,16,9,5,0,689,20,23,69,59,201,11,0,0,13,4,0,0,705,1159,92,407111,2176.38,8.9,179.0836324,0,-356.2,-19.3619931,0,-71.24,-0.061466782
759,171,330,0,0,1,1,0,0,406,7,0,6,22,57,0,0,0,0,1,0,0,1365,501,37,747,728.07,7.84,79.60127745,0,-533.59,-29.93101796,0,-320.22,-1.001776447
760,134,519,0,44,106,4,31,0,363,4,1,40,9,43,8,0,0,0,0,0,0,1543,653,129,352231,1278.76,10.69,172.4793874,0,-936.09,-30.28070444,0,-89.05,-0.71949464
761,179,781,5,8,19,0,0,0,770,14,0,59,45,33,6,0,0,1,0,0,0,820,960,40,1124,640.45,6.06,97.43185417,0,-271.42,-12.34442708,0,-99.38,-0.49309375
762,60,365,0,4,10,4,6,0,279,1,0,7,9,91,3,0,0,4,7,0,0,602,425,75,69863,1085.34,12.11,123.4900235,0,-142.48,-14.982,0,0,0
763,144,397,1,9,7,2,11,0,442,4,0,20,17,18,6,0,0,0,4,0,0,875,541,87,97493,1181.52,3.56,113.3293161,0,-390.04,-21.59759704,0,-95.82,-1.377393715
764,149,327,0,5,2,0,14,0,357,9,0,15,21,45,7,0,0,1,0,0,0,758,476,79,58706,968.15,11.75,106.3382143,0,-256.46,-13.5907563,0,0,0
765,235,545,0,2,0,4,21,0,487,19,1,27,77,131,5,0,0,3,3,0,0,1290,780,115,376016,3027.7,10.69,156.3438462,0,-1600.76,-28.16592308,0,0,0
766,193,890,0,1,0,0,2,0,831,10,0,28,48,147,2,0,0,4,10,0,0,294,1083,75,19633,1210.37,17.81,149.2439243,0,-355.84,-19.72041551,0,-128.23,-0.473619575
767,333,716,1,5,2,1,0,1,820,32,0,25,58,87,6,0,0,2,9,0,0,1320,1049,66,1677,1175.1,6.06,79.4429266,0,-234.02,-15.33440419,0,-89.05,-0.222411821
768,188,440,1,0,0,0,16,1,521,4,0,5,53,24,0,0,0,2,0,1,0,503,628,80,92875,1312.24,7.12,102.4073089,0,-462.7,-22.80055732,0,-35.62,-0.419697452
769,111,277,0,4,0,0,0,0,263,8,1,36,16,43,14,0,0,1,2,0,0,1225,388,32,453,890.14,7.12,106.6510567,0,-546.05,-16.5135567,0,-89.05,-0.918041237
770,154,825,0,17,0,6,0,4,725,11,0,33,60,120,0,0,0,2,1,0,0,1402,979,77,1047,569.56,8.9,96.46240041,0,-178.1,-22.49269663,0,0,0
771,256,534,0,9,3,0,3,0,663,12,0,12,39,49,0,0,0,0,0,0,0,300,790,96,58996,2112.27,5.7,92.47887342,0,-390.04,-30.71102532,0,-106.86,-5.758189873
772,435,454,1,7,7,3,13,0,688,10,4,35,57,57,3,0,0,3,1,0,0,204,889,74,205683,1374.93,12.11,99.61176603,0,-312.03,-18.50264342,0,-89.05,-0.122204724
773,158,165,0,9,1,0,1,0,280,2,0,5,2,22,0,0,0,1,0,0,0,675,323,59,8711,760.84,9.26,87.39393189,0,-177.74,-15.855387,0,0,0
774,496,916,0,37,34,0,2,0,1025,48,4,62,83,80,18,1,3,10,5,0,0,1430,1412,253,11019,890.14,7.12,81.18393059,0,-149.6,-13.91377479,0,-71.24,-0.050453258
775,118,154,1,2,0,0,0,0,166,8,1,8,22,63,0,0,0,1,0,0,0,1132,272,30,368,563.86,8.9,99.90466912,0,-455.58,-15.61496324,0,-35.62,-0.261911765
776,429,1092,1,15,123,1,37,2,1002,2,4,131,17,111,48,0,0,21,6,0,0,207,1521,93,475769,1450.45,5.34,139.9839776,0,-192.35,-12.6287574,0,-35.62,-0.510519395
777,55,188,2,3,1,0,0,0,129,4,0,9,12,61,16,0,5,0,1,0,0,1287,243,43,301,569.56,10.33,102.4337449,0,-177.39,-11.56098765,0,0,0
778,155,228,0,11,0,0,1,0,256,15,0,17,35,45,3,0,0,0,0,0,0,636,383,76,7226,1187.21,14.25,97.23451697,0,-234.02,-19.33955614,0,-142.48,-2.976083551
779,320,1253,1,22,40,1,3,0,1111,3,3,94,61,207,13,0,0,12,2,0,0,303,1573,104,26534,3062.61,7.12,105.5878195,0,-295.29,-15.92119517,0,-106.86,-1.428378894
780,245,618,1,11,40,0,0,0,621,17,0,54,43,55,10,0,0,11,0,0,0,885,863,62,1030,2848.89,8.9,119.732387,0,-355.84,-12.61983778,0,0,0
781,288,641,0,2,33,1,2,0,627,30,1,49,33,109,17,0,0,23,2,0,0,353,929,66,18793,1258.81,7.12,110.1141981,0,-319.87,-20.51151776,0,-71.24,-0.199386437
782,55,329,0,2,1,0,0,0,248,16,0,38,16,61,0,0,0,0,2,0,0,806,384,43,505,2618.07,10.69,141.6166146,0,-284.96,-12.08013021,0,0,0
783,151,233,3,2,0,2,11,0,244,8,4,14,12,74,4,0,1,1,4,0,0,527,384,73,92489,1424.8,3.56,147.161849,0,-356.2,-15.14046875,0,0,0
784,335,1182,0,16,8,1,8,0,1129,19,2,103,72,139,15,1,0,2,2,0,0,1549,1517,129,71286,2137.2,3.56,106.299855,0,-484.43,-24.83163481,0,-106.5,-3.400850363
785,21,478,0,1,25,0,0,0,294,0,3,5,0,171,0,0,0,0,0,0,0,509,499,134,609,712.4,8.9,123.641523,0,-483.72,-20.33370741,0,-95.11,-0.440440882
786,1157,894,0,20,17,1,33,0,1556,30,2,119,140,120,4,0,0,8,1,0,0,1449,2051,123,296287,1460.42,6.06,110.6324037,0,-961.74,-12.90412482,0,-89.05,-0.081623598
787,108,508,7,17,20,3,0,0,372,5,1,39,7,117,15,0,0,10,3,0,0,289,616,166,745,712.04,3.21,126.9271591,0,-372.23,-18.25092532,0,-89.05,-0.352727273
788,71,464,0,10,23,0,6,0,378,0,0,23,12,69,8,0,0,1,4,1,0,1147,535,70,86934,2847.82,12.11,128.4465421,0,-249.34,-11.29463551,0,0,0
789,230,287,0,9,8,2,19,0,375,8,0,43,38,10,1,0,0,4,0,0,0,1279,517,71,161707,978.48,8.9,96.76941973,0,-555.32,-11.70286267,0,-102.94,-0.254235977
790,338,1012,1,24,6,0,1,0,936,33,2,47,110,158,18,0,3,11,0,0,0,1391,1350,163,14321,1068.6,1.07,82.52386667,0,-281.04,-14.26945926,0,0,0
791,114,346,0,2,8,1,0,1,383,3,1,10,22,22,4,0,1,2,0,0,0,1517,460,55,612,888.72,10.33,109.6681739,0,-192.35,-18.59430435,0,-35.62,-0.487847826
792,384,1533,1,5,0,3,51,0,1322,37,23,10,147,304,7,0,1,4,2,0,0,100,1917,231,309246,2065.96,2.49,97.73635368,0,-532.16,-18.09499739,0,-167.06,-1.106494523
793,120,426,0,2,0,1,8,4,403,0,0,7,38,77,3,0,0,1,1,0,1,1202,546,87,81466,1333.26,7.12,99.38862637,0,-341.95,-22.75796703,0,-89.05,-1.42543956
794,30,144,1,5,2,4,1,0,114,11,3,14,6,13,0,0,0,0,0,0,0,476,174,39,27998,853.81,10.69,141.500977,0,-325.57,-16.05982759,0,0,0
795,60,472,2,1,2,0,11,0,380,2,0,15,34,82,0,0,0,0,3,0,0,16,532,80,167098,1616.08,11.75,162.9507707,0,-229.75,-12.8737594,0,0,0
796,294,896,4,39,2,3,49,0,730,1,2,24,45,274,12,0,0,5,0,0,0,1364,1190,84,505050,1456.86,11.75,252.9810336,0,-356.2,-16.75642857,0,-284.96,-6.966226891
797,86,347,0,3,3,0,13,0,369,5,0,2,20,17,0,0,1,0,0,0,0,1533,433,66,154341,1362.46,13.18,131.1387067,0,-170.98,-18.96337182,0,-89.05,-0.343048499
798,199,699,0,25,5,0,0,0,616,17,4,22,74,100,23,0,1,10,1,0,0,1500,898,59,32295,1424.8,8.9,142.2355568,0,-1602.54,-25.90542316,0,-142.48,-1.193930958
799,284,354,40,0,0,0,9,0,453,20,0,15,7,85,7,0,0,2,0,0,0,198,638,244,46993,732.7,12.11,93.96227273,0,-338.03,-16.48390282,0,0,0
800,173,691,3,0,24,0,8,0,626,35,0,52,42,45,14,0,0,15,0,0,0,1284,864,82,93663,1674.14,21.02,140.6719097,0,-418.89,-17.8602662,0,-35.62,-0.082453704
801,87,320,0,6,2,0,0,0,264,2,1,9,37,86,0,0,0,0,0,0,0,1447,407,53,520,1210.37,14.25,101.2681572,0,-569.92,-28.5827027,0,-89.05,-0.376339066
802,164,361,0,11,18,1,10,0,366,4,1,30,30,44,1,0,0,8,1,0,0,914,525,74,98430,1022.29,2.14,107.3929714,0,-312.03,-21.4592,0,-63.76,-0.955257143
803,120,376,3,18,3,10,10,0,320,20,0,40,9,50,13,0,0,0,0,0,0,97,496,50,78455,1460.06,5.34,116.7427016,0,-286.38,-16.81387097,0,-213.36,-1.366592742
804,221,450,0,5,0,0,0,0,464,24,0,41,30,103,3,0,0,1,0,0,0,223,671,80,1031,673.22,12.11,107.5885991,0,-532.16,-19.45506706,0,0,0
805,62,282,5,5,1,3,2,0,200,0,7,8,3,104,0,0,0,1,5,0,0,847,344,63,64206,1363.18,7.12,160.7601744,0,-284.96,-21.38023256,0,-53.43,-0.44005814
806,50,730,0,3,0,1,0,0,435,2,2,2,0,321,0,0,0,0,14,0,0,1190,780,106,889,783.28,8.9,133.2467051,0,-391.46,-8.662576923,0,0,0
807,971,2155,0,29,24,0,72,0,2442,18,2,42,115,361,1,0,0,11,7,2,0,934,3126,269,523527,1104.22,7.12,110.233071,0,-413.55,-24.13818938,0,-89.05,-0.161234805
808,92,327,0,6,3,0,0,0,295,7,0,17,14,71,0,0,0,1,5,0,0,2,419,37,474,640.8,14.25,102.8640334,0,-312.03,-16.83042959,0,-89.05,-0.595083532
809,203,405,0,0,6,0,3,0,442,18,1,33,41,52,2,0,0,10,0,0,0,1217,608,34,19962,898.34,12.11,111.2961513,0,-253.61,-20.32970395,0,0,0
810,550,1215,3,15,2,9,30,0,1291,15,3,64,39,268,15,0,0,6,5,0,0,378,1765,153,566341,1959.1,3.56,116.6203343,0,-284.96,-12.64963173,0,-71.24,-0.811269122
811,210,739,3,15,22,0,49,0,508,10,0,22,35,243,17,0,3,4,18,0,0,826,949,120,329601,6019.78,7.12,145.6011486,0,-624.06,-14.47642782,0,-213.36,-0.525100105
812,170,208,0,0,0,1,1,2,275,12,0,18,27,38,1,0,0,0,3,0,0,1330,378,94,3910,1100.66,3.56,102.7407143,0,-390.04,-27.22939153,0,-89.05,-0.353359788
813,224,622,0,16,8,0,0,0,660,24,0,68,14,40,13,0,0,0,3,0,0,807,846,83,951,391.46,8.9,83.57165485,0,-206.24,-12.80966903,0,0,0
814,65,220,17,16,1,0,4,0,167,11,1,18,7,41,1,0,1,0,0,0,0,292,285,83,24684,1067.53,3.56,122.6477895,0,-188.07,-10.61336842,0,0,0
815,110,317,0,14,0,0,0,0,336,3,0,10,23,34,1,0,0,1,5,0,0,976,427,64,497,391.46,7.12,83.20252927,0,-205.88,-19.45482436,0,-35.62,-0.258594848
816,199,757,0,9,186,1,7,0,575,0,10,82,35,28,22,0,0,0,0,0,1,1045,956,60,174236,1284.81,15.67,109.6332113,0,-169.91,-15.49794979,0,-35.62,-0.080104603
817,124,516,0,4,2,1,2,0,387,7,0,7,56,171,1,0,0,1,1,0,0,1047,640,57,9694,1684.11,7.12,111.161625,0,-160.29,-13.23479688,0,-35.62,-0.05565625
818,94,150,0,7,1,0,0,0,179,11,0,5,20,16,1,0,0,4,0,0,0,1220,244,28,336,640.45,13.89,105.8039344,0,-142.48,-16.84901639,0,0,0
819,98,367,0,5,10,0,0,0,377,1,2,2,21,45,0,0,0,1,0,0,1,1260,465,40,565,1117.76,16.03,107.0673118,0,-205.88,-13.52105376,0,-35.62,-0.815806452
820,29,518,1,11,0,1,0,0,382,0,0,53,25,28,45,0,0,1,0,0,0,1161,547,45,657,712.04,19.59,114.0367093,0,-356.2,-16.81555759,0,-102.94,-1.79725777
821,244,1491,0,5,5,0,61,0,1192,18,2,63,106,264,5,0,0,10,4,0,0,103,1735,129,980066,4096.3,3.56,154.9200058,0,-384.7,-14.15608646,0,0,0
822,81,244,0,29,4,0,0,1,208,3,0,24,6,44,3,0,0,2,1,0,0,540,325,66,345,1602.54,16.03,124.9628615,0,-146.75,-12.55230769,0,-53.43,-0.3288
823,172,919,0,1,143,2,38,0,650,10,1,58,21,112,37,0,0,13,5,0,0,1070,1091,95,446158,1398.08,3.56,148.7489826,0,-213.72,-12.66373052,0,-178.1,-3.647461045
824,71,605,0,5,28,2,2,0,476,3,2,44,11,94,3,0,0,0,6,0,0,346,676,45,27396,1246.7,14.25,125.2154734,0,-317.02,-15.45578402,0,-26.71,-0.039511834
825,71,106,0,0,0,0,2,0,132,9,1,8,12,11,0,0,0,2,0,0,0,1163,177,38,27324,1459.71,14.25,109.0227684,0,-142.48,-16.18175141,0,-56.64,-0.521242938
826,178,345,0,9,1,0,3,0,348,8,0,11,22,114,5,0,0,1,1,0,0,1072,523,43,27926,994.51,12.11,98.83533461,0,-496.54,-25.49034417,0,-89.05,-0.692657744
827,115,462,0,10,32,10,5,0,319,10,10,47,15,94,16,0,0,8,1,0,0,1105,577,73,142253,1215,4.27,139.7287348,0,-569.56,-14.06901213,0,-35.62,-0.061733102
828,175,354,0,2,1,0,1,0,449,9,0,10,40,8,5,0,0,4,0,0,0,713,529,35,3237,994.51,7.12,121.5103592,0,-521.12,-25.53939509,0,-89.05,-0.356880907
829,163,214,0,6,1,0,0,0,285,12,0,14,17,40,1,0,0,0,1,0,0,548,377,39,533,1424.44,7.12,97.45310345,0,-463.06,-17.35832891,0,-19.59,-0.051962865
830,37,647,0,1,0,0,0,0,581,10,0,1,30,54,3,0,0,3,0,0,1,349,684,67,1196,533.94,3.56,108.5889035,0,-170.98,-14.31540936,0,-24.58,-0.035935673
831,466,811,0,14,13,0,3,0,886,11,0,41,96,207,2,0,0,2,2,0,0,1494,1277,98,16539,1246.34,3.56,102.046805,0,-284.96,-14.56814409,0,-35.62,-0.058574785
832,313,717,0,3,2,0,9,0,709,21,1,41,88,126,23,0,0,2,5,0,0,1346,1030,82,165381,2671.5,14.25,138.7594854,0,-284.96,-13.36020388,0,0,0
833,254,695,0,7,19,4,18,0,596,16,2,81,51,106,14,0,1,16,18,0,0,1398,949,126,148866,2840.7,17.81,108.2338251,0,-569.21,-22.42166491,0,-178.1,-0.705637513
834,81,1626,0,5,4,6,0,0,1220,24,0,98,52,262,24,0,0,5,6,0,1,253,1707,74,1865,1865.78,14.25,131.0539074,0,-213.72,-9.287750439,0,-12.47,-0.007305214
835,159,851,0,3,8,2,4,1,746,13,0,56,39,100,33,0,0,5,0,0,0,38,1010,97,82922,2671.5,3.56,118.7366535,0,-284.96,-12.56956436,0,-35.62,-0.035267327
836,252,880,2,20,61,1,44,0,721,2,1,148,0,112,16,0,0,0,4,0,0,978,1132,132,564172,1819.11,11.04,145.1000353,0,-527.18,-12.14334806,0,-71.24,-0.265892226
837,588,909,0,29,6,1,39,0,1147,13,0,55,94,103,7,0,0,2,1,0,0,1319,1497,154,456737,7123.64,14.25,119.2651236,0,-468.05,-22.47553106,0,-89.05,-0.311703407
838,259,794,0,20,0,0,0,0,801,37,2,28,74,75,5,0,0,10,0,1,0,191,1053,73,1398,1032.62,7.12,111.698604,0,-402.86,-15.85386515,0,-19.59,-0.052431149
839,114,383,3,2,1,1,0,0,298,4,0,13,14,154,1,0,0,6,0,0,0,1522,497,47,603,818.55,7.12,113.9545473,0,-312.03,-17.59219316,0,-71.24,-0.490945674
840,50,217,0,2,0,0,0,0,179,30,0,11,13,30,2,0,0,0,0,0,0,108,267,114,310,1133.78,12.11,170.7419476,0,-216.21,-22.38602996,0,-178.1,-11.96
841,845,1038,2,32,2,4,37,0,1269,26,0,47,77,365,6,0,0,9,6,1,0,418,1883,164,555777,1994.72,10.69,129.5231333,0,-319.87,-19.13242698,0,-89.05,-0.094583112
842,103,511,2,5,20,0,12,0,363,8,0,30,23,132,5,0,1,0,13,0,0,1169,614,105,123755,1180.45,7.12,151.0684691,0,-320.22,-19.11465798,0,-35.62,-0.49019544
843,251,1966,0,14,1061,0,4,0,680,22,1,107,51,202,48,0,0,2,22,2,1,622,2217,53,73649,1275.2,9.97,130.2565584,0,-355.84,-14.93226883,0,-17.81,-0.008033378
844,127,871,0,4,3,1,0,0,653,13,0,9,63,244,1,0,0,2,3,2,0,1100,998,47,1272,925.41,7.12,99.86344689,0,-355.84,-14.90072144,0,-71.24,-0.633517034
845,307,741,0,25,9,3,1,0,671,8,45,31,45,196,9,0,0,3,2,0,0,1393,1048,137,517163,1641.37,12.11,141.4025477,0,-213.72,-14.38791985,0,0,0
846,517,364,0,15,0,0,10,0,726,10,0,14,23,79,0,0,0,1,3,0,0,554,881,70,143045,1923.48,3.56,81.36416572,0,-530.74,-20.86566402,0,-89.05,-0.363881952
847,232,417,0,4,5,1,3,0,521,11,1,9,12,78,1,0,0,0,3,0,0,757,649,66,19316,856.66,7.12,87.0572265,0,-213.72,-16.0087057,0,-35.62,-0.397904468
848,611,1296,1,5,0,3,1,1,1417,36,0,56,100,282,0,0,0,1,3,1,0,1477,1907,197,18655,1246.7,3.56,77.17592554,0,-390.04,-18.9409334,0,-89.05,-0.155589932
849,142,262,0,2,4,0,3,0,285,5,0,10,20,66,5,0,0,0,4,0,0,1571,404,63,35171,1226.75,9.97,98.34378713,0,-156.02,-13.76279703,0,0,0
850,203,516,1,12,19,1,25,0,457,6,2,4,37,145,3,0,0,0,6,1,0,1085,719,191,171387,1353.56,7.12,93.33803894,0,-249.34,-12.41183588,0,-35.62,-0.371043115
851,120,195,0,11,16,0,9,0,198,1,0,5,17,46,11,0,0,1,0,0,0,360,315,80,61036,949.27,8.9,88.33266667,0,-767.25,-16.10577778,0,-26.71,-0.169587302
852,237,331,0,13,1,0,0,0,452,16,1,14,13,50,0,0,0,4,4,0,0,51,568,109,894,569.21,8.9,75.41660211,0,-390.04,-27.86251761,0,-89.05,-1.144471831
853,892,937,0,24,6,0,39,0,1395,27,2,42,135,132,9,0,0,16,1,1,0,1017,1829,192,352526,1424.8,10.69,105.7655714,0,-651.13,-22.82377255,0,-71.24,-0.215194095
854,123,690,0,12,25,5,0,0,526,19,4,27,30,106,47,0,0,5,7,0,0,249,813,92,1019,1068.24,6.41,131.6385117,0,-309.89,-14.12218942,0,-106.86,-1.134747847
855,229,887,1,14,7,0,1,0,827,10,18,22,62,149,5,0,0,0,0,0,0,414,1116,152,136297,4630.24,3.56,87.21426523,0,-167.77,-10.63463262,0,-106.5,-0.462473118
856,147,681,0,12,4,0,16,2,637,25,0,42,23,58,7,0,0,1,1,0,0,15,828,82,276922,2092.32,12.11,139.7554952,0,-462.7,-16.72410628,0,-89.05,-1.578792271
857,41,273,0,6,14,0,1,0,156,3,9,20,12,84,3,0,0,1,5,0,0,1278,314,65,92697,1246.7,23.87,168.9142675,0,-352.64,-14.81404459,0,-179.52,-0.668152866
858,54,817,0,0,0,0,1,0,557,32,27,41,97,115,0,0,0,0,1,0,0,771,871,98,373901,1618.93,12.11,234.1802755,0,-284.96,-23.67701493,0,-35.62,-0.17380023
859,152,703,1,44,2,3,0,0,584,17,0,20,29,123,15,0,2,6,9,0,0,944,855,74,1002,712.04,3.56,94.65446784,0,-142.48,-11.78061988,0,-106.86,-0.322877193
860,88,177,0,1,0,0,1,0,213,2,0,2,12,32,0,0,0,2,0,0,0,1235,265,44,4004,356.2,7.12,87.02841509,0,-346.94,-16.912,0,-3.56,-0.013433962
861,115,252,0,1,2,1,1,0,263,5,1,7,32,46,1,0,1,5,1,0,0,815,367,30,15697,854.88,0.36,118.0626431,0,-222.62,-20.69122616,0,0,0
862,24,137,1,6,1,0,0,0,90,6,2,18,6,25,6,0,0,0,0,0,0,1439,161,33,15571,1331.48,11.75,152.1690683,0,-532.52,-15.47167702,0,0,0
863,292,876,0,10,42,3,7,2,900,9,2,68,17,95,4,0,0,7,2,0,0,262,1168,175,103753,1583.67,10.33,129.9442038,0,-106.5,-12.12273973,0,-19.59,-0.01677226
864,79,237,0,13,11,2,2,0,185,2,0,42,3,48,4,0,0,3,0,0,1,1185,316,54,20383,857.02,9.26,129.5948734,0,-372.23,-16.17892405,0,-89.05,-0.563607595
865,195,593,0,14,30,1,1,0,520,15,2,56,24,110,14,0,0,0,1,0,0,1407,788,63,27379,1444.75,9.26,110.3309264,0,-188.43,-11.55057107,0,-89.05,-2.146675127
866,276,769,0,17,0,1,0,0,744,17,1,18,115,122,9,0,0,0,1,0,0,785,1045,142,1345,1830.16,3.56,96.024,0,-255.4,-14.67642105,0,0,0
867,215,429,1,5,0,0,1,0,486,16,1,15,26,80,5,0,3,4,0,1,0,1550,644,82,5149,569.21,7.12,95.59560559,0,-205.88,-14.14271739,0,0,0
868,165,431,1,7,28,1,17,0,400,2,0,23,24,81,10,0,0,0,2,0,0,23,596,81,263855,1685.18,11.75,135.0145638,0,-213.72,-14.29290268,0,-71.24,-0.21216443
869,98,215,4,6,0,0,0,0,228,11,0,12,27,18,5,0,0,2,0,0,0,1306,313,99,378,2809.71,17.81,108.1134824,0,-178.1,-12.78661342,0,-8.9,-0.028434505
870,144,362,0,5,2,3,8,0,401,4,0,24,13,38,4,0,0,2,1,1,0,582,506,90,99665,1478.59,10.69,101.7854348,0,-143.9,-14.05970356,0,0,0
871,531,732,0,3,0,0,0,0,962,28,0,26,171,60,0,0,0,13,0,0,0,275,1263,102,1877,958.18,5.7,95.06471101,0,-341.95,-23.02003167,0,-19.59,-0.029612035
872,67,680,0,20,41,0,12,0,470,1,1,32,37,106,22,0,0,5,0,0,0,1148,747,80,138457,2420.74,12.11,200.4565194,0,-712.04,-28.25670683,0,-159.93,-1.265033467
873,168,1069,0,12,6,2,43,1,878,5,0,26,11,221,4,0,0,16,12,0,0,708,1237,129,407624,1231.74,8.9,130.1405982,0,-248.98,-15.71298302,0,-53.43,-0.100784155
874,196,414,0,18,1,1,3,2,403,17,0,16,54,70,21,0,0,4,0,0,0,462,610,88,18369,577.04,8.9,87.7362459,0,-869.84,-22.86977049,0,-178.1,-1.584163934
875,79,197,0,5,0,2,5,0,194,0,0,10,19,33,2,0,0,2,4,0,0,272,276,38,40674,890.86,9.97,164.5239855,0,-374.01,-38.45934783,0,-71.24,-1.522862319
876,580,1683,111,10,0,0,0,0,1573,21,0,46,62,425,6,0,0,4,3,0,2,1121,2263,161,4475,1210.37,7.12,171.4922316,0,-497.97,-12.72241273,0,-89.05,-0.145435263
877,57,343,2,10,9,0,0,0,272,7,0,45,10,28,12,0,0,4,1,0,0,468,400,47,486,783.28,11.04,100.488475,0,-137.14,-17.571925,0,-17.81,-0.044525
878,255,344,0,5,0,0,23,0,432,17,0,19,35,56,5,0,0,7,0,0,0,700,599,103,185107,1068.6,7.12,119.5591319,0,-691.03,-21.16320534,0,-89.05,-0.805759599
879,233,812,0,28,74,2,36,0,627,8,2,105,29,105,19,0,0,1,8,1,0,1156,1045,138,464609,6408.39,6.06,145.384555,0,-142.48,-11.988689,0,-17.81,-0.028976077
880,35,289,0,3,5,0,4,1,201,2,0,11,7,77,7,0,0,0,6,0,0,199,324,48,48442,1340.38,11.75,131.5223457,0,-284.96,-12.69324074,0,0,0
881,84,118,0,0,8,0,0,4,109,1,0,57,0,13,5,0,0,2,1,2,0,1443,202,48,212,523.26,1.78,85.95074257,0,-99.74,-4.674405941,0,-35.62,-0.599554455
882,69,122,0,7,1,0,0,0,135,2,1,9,2,29,1,0,0,3,1,0,0,728,191,57,13716,1033.69,11.75,109.4182723,0,-149.6,-14.04832461,0,0,0
883,63,615,0,4,54,0,5,0,421,4,9,65,13,73,20,1,4,2,3,0,0,669,678,104,143409,1682.33,10.33,126.8754277,0,-215.14,-13.87647493,0,0,0
884,135,359,0,7,0,1,0,0,408,5,0,8,30,30,2,0,2,1,0,0,0,187,494,30,792,711.69,8.9,93.7308502,0,-284.96,-18.08012146,0,-17.81,-0.036052632
885,157,436,0,0,1,0,0,0,460,12,0,5,39,59,1,0,0,14,2,0,0,698,593,135,773,1068.24,8.9,92.3239629,0,-149.6,-13.05419899,0,-35.62,-0.060067454
886,526,780,0,21,1,2,0,3,997,44,0,36,30,156,11,0,0,1,4,0,0,1516,1306,148,1791,3351.13,7.12,87.75176876,0,-390.04,-14.43574273,0,-89.05,-0.177274119
